image_name,category,floral,graphic,striped,embroidered,solid,long_sleeve,short_sleeve,sleeveless,maxi_length,mini_length,crew_neckline,v_neckline,denim,chiffon,cotton,knit,tight,loose,category_encoded
data/img_filtered/train/Crochet_Trim_Tribal_Print_Shorts/img_00000020_crop.jpg,Shorts,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Colorblock-Paneled_Tee/img_00000022_crop.jpg,Tee,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Linen-Blend_Cargo_Shorts/img_00000059_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Mosaic_Print_Peasant_Dress/img_00000032_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/High-Waisted_Matelot_Skinny_Jeans/img_00000021_crop.jpg,Jeans,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6
data/img_filtered/train/Open-Front_Shawl_Lapel_Blazer/img_00000084_crop.jpg,Blazer,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
data/img_filtered/train/Faux_Leather_Moto_Jacket/img_00000028_crop.jpg,Jacket,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,5
data/img_filtered/train/Chiffon_Curved_Hem_Blouse/img_00000075_crop.jpg,Blouse,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
data/img_filtered/train/Cap-Sleeved_Turtleneck_Sweater/img_00000038_crop.jpg,Sweater,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,13
data/img_filtered/train/Classic_Halter_Top/img_00000064_crop.jpg,Top,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15
data/img_filtered/train/Crochet-Trimmed_Floral_Romper/img_00000013_crop.jpg,Romper,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10
data/img_filtered/train/Raw-Cut_Pocket_Tee/img_00000021_crop.jpg,Tee,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,14
data/img_filtered/train/Classic_Peplum_Dress/img_00000018_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3
data/img_filtered/train/Gingham-Lined_Pocket_Tee/img_00000055_crop.jpg,Tee,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,14
data/img_filtered/train/Metallic-Threaded_Marled_Sweater/img_00000010_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13
data/img_filtered/train/Heathered_Knit_Drawstring_Jumpsuit/img_00000010_crop.jpg,Jumpsuit,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,8
data/img_filtered/train/French_Graphic_Hoodie/img_00000020_crop.jpg,Hoodie,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4
data/img_filtered/train/Classic_Chino_Shorts/img_00000004_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Drawstring_Waist_Maxi_Dress/img_00000008_crop.jpg,Dress,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Cloud_Wash_Tee/img_00000008_crop.jpg,Tee,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Pleated_Jacquard_Tea_Dress/img_00000043_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Linen_Chambray_Shorts/img_00000011_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Open-Back_Blouse/img_00000091_crop.jpg,Blouse,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
data/img_filtered/train/Slub_Knit_Baseball_Tee/img_00000055_crop.jpg,Tee,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Floral_Print_Cutout_Dress/img_00000069_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Abstract_Print_Tunic_Dress/img_00000001_crop.jpg,Dress,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,3
data/img_filtered/train/Hooded_French_Terry_Dress/img_00000023_crop.jpg,Dress,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3
data/img_filtered/train/Cap-Sleeved_Lace_Blouse/img_00000014_crop.jpg,Blouse,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
data/img_filtered/train/Short-Sleeved_Crepe_Jumpsuit/img_00000042_crop.jpg,Jumpsuit,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,8
data/img_filtered/train/Sleeveless_Zip-Front_Hoodie/img_00000050_crop.jpg,Hoodie,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4
data/img_filtered/train/Button-Front_Floral_Mini_Skirt/img_00000025_crop.jpg,Skirt,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,12
data/img_filtered/train/Two-Tone_Denim_Shorts/img_00000008_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11
data/img_filtered/train/Marled_Crochet-Back_Sweater/img_00000031_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Surplice_Collar_Jumpsuit/img_00000019_crop.jpg,Jumpsuit,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,8
data/img_filtered/train/Knotted_Maxi_Dress/img_00000058_crop.jpg,Dress,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Dotted_Crepe_Blouse/img_00000061_crop.jpg,Blouse,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
data/img_filtered/train/The_Rolling_Stones_Graphic_Tee/img_00000040_crop.jpg,Tee,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Drawstring_Chino_Shorts/img_00000045_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Tribal_Print_Woven_Cardigan/img_00000045_crop.jpg,Cardigan,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2
data/img_filtered/train/Abstract_Print_Bodycon_Dress/img_00000005_crop.jpg,Dress,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,3
data/img_filtered/train/Palm_Print_Muscle_Tee/img_00000028_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Vented_Cutout_Sheath_Dress/img_00000008_crop.jpg,Dress,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,3
data/img_filtered/train/Mesh-Trimmed_Skater_Dress/img_00000046_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/V-Neck_Box_Pleat_Dress/img_00000013_crop.jpg,Dress,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Striped_Chiffon_Blouse/img_00000034_crop.jpg,Blouse,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
data/img_filtered/train/Open_Knit_Crew_Neck_Sweater/img_00000031_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Crew_Neck_Tee/img_00000037_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Marled_French_Terry_Hoodie/img_00000010_crop.jpg,Hoodie,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,4
data/img_filtered/train/Ikat_Y-Back_Maxi_Dress/img_00000044_crop.jpg,Dress,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3
data/img_filtered/train/Chambray_Drawstring_Joggers/img_00000025_crop.jpg,Joggers,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7
data/img_filtered/train/Striped_Raglan_Sweater/img_00000037_crop.jpg,Sweater,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Pleated_Diamond_Print_Dress/img_00000042_crop.jpg,Dress,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Me_Prouver_Slub_Knit_Tee/img_00000002_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Cardio_Graphic_Sweater/img_00000050_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Chiffon_Surplice_Dress/img_00000034_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,3
data/img_filtered/train/Do_Tell_Tee/img_00000001_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Heathered_Knit_Jacket/img_00000061_crop.jpg,Jacket,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5
data/img_filtered/train/Striped_Muscle_Tee/img_00000007_crop.jpg,Tee,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Southwestern_Burnout_Tee/img_00000008_crop.jpg,Tee,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,14
data/img_filtered/train/Belted_Plaid_Dress/img_00000010_crop.jpg,Dress,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3
data/img_filtered/train/Classic_Scoop_Neck_Top/img_00000006_crop.jpg,Top,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,15
data/img_filtered/train/French_Terry_Sweatshorts/img_00000017_crop.jpg,Shorts,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Slub_Knit_Cardigan/img_00000009_crop.jpg,Cardigan,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
data/img_filtered/train/Checkered_Leggings/img_00000001_crop.jpg,Leggings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9
data/img_filtered/train/Southwestern-Patterned_Cardigan/img_00000041_crop.jpg,Cardigan,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
data/img_filtered/train/Ditsy_Floral_Jersey_Dress/img_00000016_crop.jpg,Dress,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Rose_Print_Flutter_Sleeve_Blouse/img_00000054_crop.jpg,Blouse,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
data/img_filtered/train/Chunky_Marled_Knit_Cardigan/img_00000004_crop.jpg,Cardigan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
data/img_filtered/train/Tailored_Woven_Blazer/img_00000067_crop.jpg,Blazer,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
data/img_filtered/train/Eyelash_Lace_Tulle_Dress/img_00000004_crop.jpg,Dress,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3
data/img_filtered/train/Southwestern-Print_Maxi_Dress/img_00000012_crop.jpg,Dress,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Distressed_Cuffed_Denim_Shorts/img_00000045_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11
data/img_filtered/train/Heathered_Zip_Hoodie/img_00000062_crop.jpg,Hoodie,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4
data/img_filtered/train/Rolling_Stones_Muscle_Tee/img_00000032_crop.jpg,Tee,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,14
data/img_filtered/train/Belted_Crop_Top/img_00000044_crop.jpg,Top,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15
data/img_filtered/train/Colorblocked_Bomber_Jacket/img_00000043_crop.jpg,Jacket,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,5
data/img_filtered/train/Colorblock_Performance_Leggings/img_00000044_crop.jpg,Leggings,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9
data/img_filtered/train/Floral_Flutter_Sleeve_Blouse/img_00000093_crop.jpg,Blouse,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
data/img_filtered/train/Diamond_Print_Chiffon_Cardigan/img_00000037_crop.jpg,Cardigan,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
data/img_filtered/train/Floral_Print_Bodycon_Dress/img_00000017_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,3
data/img_filtered/train/Whale_Print_Tee/img_00000061_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Baroque_Print_High-Neck_Romper/img_00000031_crop.jpg,Romper,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10
data/img_filtered/train/Cutout_Bodycon_Dress/img_00000023_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3
data/img_filtered/train/Baroque_Jacquard_Layered_Dress/img_00000029_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,3
data/img_filtered/train/Striped_Muscle_Tee/img_00000047_crop.jpg,Tee,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Deep-V_Draped_Blouse/img_00000010_crop.jpg,Blouse,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
data/img_filtered/train/Colorblocked_Chevron_Knit_Sweater/img_00000028_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,13
data/img_filtered/train/Faux_Fur_Jacket/img_00000002_crop.jpg,Jacket,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
data/img_filtered/train/Abstract_Print_Woven_Cardigan/img_00000032_crop.jpg,Cardigan,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
data/img_filtered/train/Bleached_Low-Rise_Skinny_Jeans/img_00000058_crop.jpg,Jeans,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,6
data/img_filtered/train/Scalloped_Bow-Front_Dress/img_00000017_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Self-Tie_Knotted_Romper/img_00000007_crop.jpg,Romper,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10
data/img_filtered/train/Internet_Graphic_Sweater/img_00000052_crop.jpg,Sweater,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13
data/img_filtered/train/Tribal_Print_Joggers/img_00000044_crop.jpg,Joggers,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
data/img_filtered/train/Miami_Heat_Logo_Hoodie/img_00000031_crop.jpg,Hoodie,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4
data/img_filtered/train/Crochet_Denim_Cutoffs/img_00000059_crop.jpg,Shorts,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11
data/img_filtered/train/Sweet_Love_Skater_Dress/img_00000039_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Maxi_Utility_Dress/img_00000034_crop.jpg,Dress,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3
data/img_filtered/train/Popcorn_Knit_Cardigan/img_00000004_crop.jpg,Cardigan,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2
data/img_filtered/train/Two-Button_Blazer/img_00000118_crop.jpg,Blazer,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
data/img_filtered/train/Buttoned_Cami_Crop_Top/img_00000028_crop.jpg,Top,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,15
data/img_filtered/train/Rugby_Stripe_Sweater/img_00000016_crop.jpg,Sweater,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13
data/img_filtered/train/Woven_Open-Back_Blouse/img_00000067_crop.jpg,Blouse,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
data/img_filtered/train/Seaside_Sweet_Tube_Dress/img_00000026_crop.jpg,Dress,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
data/img_filtered/train/Dip-Dye_Sweater/img_00000066_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,13
data/img_filtered/train/Embroidered_Mesh_Trapeze_Dress/img_00000037_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3
data/img_filtered/train/Colorblocked_Tribal_Print_Blouse/img_00000086_crop.jpg,Blouse,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
data/img_filtered/train/Ruffled_Surplice_Dress/img_00000029_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
data/img_filtered/train/Layered_A-Line_Dress/img_00000027_crop.jpg,Dress,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
data/img_filtered/train/Boxy_Open-Knit_Top/img_00000002_crop.jpg,Top,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15
data/img_filtered/train/Embroidered_Longline_Cardigan/img_00000014_crop.jpg,Cardigan,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
data/img_filtered/train/Belted_Peplum_Dress/img_00000032_crop.jpg,Dress,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,3
data/img_filtered/train/Lace_Crisscross-Back_Dress/img_00000063_crop.jpg,Dress,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3
data/img_filtered/train/Dotted_Elephant_Print_Tee/img_00000021_crop.jpg,Tee,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14
data/img_filtered/train/Cutout_Purl_Knit_Sweater/img_00000004_crop.jpg,Sweater,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Tie-Dye_Longline_Cardigan/img_00000007_crop.jpg,Cardigan,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
data/img_filtered/train/Embroidered_Faux_Leather_Pencil_Skirt/img_00000001_crop.jpg,Skirt,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12
data/img_filtered/train/Boxy_Nautical_Stripe_Top/img_00000001_crop.jpg,Top,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15
data/img_filtered/train/Faux_Wrap_Stripe_Dress/img_00000040_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
data/img_filtered/train/Quilted_Bomber_Jacket/img_00000080_crop.jpg,Jacket,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5
data/img_filtered/train/Bird_Print_Halter_Dress/img_00000033_crop.jpg,Dress,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3
data/img_filtered/train/Twist-Back_Colorblocked_Dress/img_00000056_crop.jpg,Dress,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Striped_Polo_Dress/img_00000038_crop.jpg,Dress,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Floral_Paisley_Shift_Dress/img_00000025_crop.jpg,Dress,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
data/img_filtered/train/Striped_Sweater/img_00000063_crop.jpg,Sweater,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13
data/img_filtered/train/Classic_Denim_Blazer/img_00000167_crop.jpg,Blazer,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
data/img_filtered/train/Caged_Back_Bandage_Dress/img_00000073_crop.jpg,Dress,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3
data/img_filtered/train/Ruffled_Floral_PJ_Shorts/img_00000033_crop.jpg,Shorts,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11
data/img_filtered/train/Boxy_Open_Mesh_Top/img_00000010_crop.jpg,Top,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15
data/img_filtered/train/Stripe_Cutout-Back_Maxi_Dress/img_00000019_crop.jpg,Dress,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3
data/img_filtered/train/Geo_Print_Capri_Workout_Leggings/img_00000022_crop.jpg,Leggings,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,9
data/img_filtered/train/Pleated_Woven_Blouse/img_00000077_crop.jpg,Blouse,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
data/img_filtered/train/Daisy-Embroidered_Denim_Shorts/img_00000061_crop.jpg,Shorts,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
data/img_filtered/train/Love_Knit_Tee/img_00000028_crop.jpg,Tee,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,14
data/img_filtered/train/Georgette_Tulip_Back_Blouse/img_00000036_crop.jpg,Blouse,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
data/img_filtered/train/Eyelash_Lace_Maxi_Dress/img_00000017_crop.jpg,Dress,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3
data/img_filtered/train/Camo_Print_Shorts/img_00000003_crop.jpg,Shorts,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
data/img_filtered/train/Baroque-Sequined_Strapless_Dress/img_00000056_crop.jpg,Dress,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3
data/img_filtered/train/Crochet-Patch_Boyfriend_Jeans/img_00000024_crop.jpg,Jeans,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6
